date,ibov_adj,ibov
14/12/1984,0,"11698,1"
13/12/1984,0,"11555,9"
12/12/1984,0,11200
11/12/1984,0,11098
10/12/1984,0,11296
07/12/1984,0,11280
06/12/1984,0,11010
05/12/1984,0,10868
04/12/1984,0,10505
03/12/1984,0,10582
30/11/1984,0,10673
29/11/1984,0,10661
28/11/1984,0,10471
27/11/1984,0,9925
26/11/1984,0,9333
23/11/1984,0,9778
22/11/1984,0,10054
21/11/1984,0,9841
20/11/1984,0,9368
19/11/1984,0,9469
16/11/1984,0,9473
14/11/1984,0,9176
13/11/1984,0,8741
12/11/1984,0,8548
09/11/1984,0,8414
08/11/1984,0,8179
07/11/1984,0,8138
06/11/1984,0,"7789,3"
05/11/1984,0,7877
01/11/1984,0,7527
31/10/1984,0,"7112,1"
30/10/1984,0,"6766,8"
29/10/1984,0,6451
26/10/1984,0,6346
25/10/1984,0,6439
24/10/1984,0,6309
23/10/1984,0,6069
22/10/1984,0,6019
19/10/1984,0,5997
18/10/1984,0,5811
17/10/1984,0,5597
16/10/1984,0,5461
15/10/1984,0,5461
11/10/1984,0,5455
10/10/1984,0,"5390,7"
09/10/1984,0,"5244,2"
08/10/1984,0,"5197,5"
05/10/1984,0,"5181,6"
04/10/1984,0,"5134,1"
03/10/1984,0,"5122,4"
02/10/1984,0,"5054,7"
01/10/1984,0,"5148,2"
28/09/1984,0,5203
27/09/1984,0,5187
26/09/1984,0,"5077,2"
25/09/1984,0,5007
24/09/1984,0,4810
21/09/1984,0,4671
20/09/1984,0,"4757,4"
19/09/1984,0,"4916,5"
18/09/1984,0,"4945,3"
17/09/1984,0,"5010,1"
14/09/1984,0,"4986,3"
13/09/1984,0,5179
12/09/1984,0,5519
11/09/1984,0,5601
10/09/1984,0,5631
06/09/1984,0,5501
05/09/1984,0,5294
04/09/1984,0,"5359,2"
03/09/1984,0,"5279,7"
31/08/1984,0,"5176,3"
30/08/1984,0,"5004,7"
29/08/1984,0,"4916,6"
28/08/1984,0,"4836,6"
27/08/1984,0,"4959,5"
24/08/1984,0,"4873,7"
23/08/1984,0,"4902,6"
22/08/1984,0,"4891,8"
21/08/1984,0,"4686,7"
20/08/1984,0,"4561,1"
17/08/1984,0,"4327,7"
16/08/1984,0,4165
15/08/1984,0,"4145,3"
14/08/1984,0,"4178,6"
13/08/1984,0,"4081,9"
10/08/1984,0,"3943,6"
09/08/1984,0,"3877,9"
08/08/1984,0,"3854,7"
07/08/1984,0,"3826,3"
06/08/1984,0,"3901,1"
03/08/1984,0,"3903,3"
02/08/1984,0,"3888,3"
01/08/1984,0,"3935,5"
31/07/1984,0,"3941,5"
30/07/1984,0,"3876,9"
27/07/1984,0,"3734,7"
26/07/1984,0,3612
25/07/1984,0,"3589,9"
24/07/1984,0,"3598,2"
23/07/1984,0,3676
20/07/1984,0,3684
19/07/1984,0,"3698,6"
18/07/1984,0,"3782,8"
17/07/1984,0,"3870,5"
16/07/1984,0,"3938,7"
13/07/1984,0,"3915,8"
12/07/1984,0,3888
11/07/1984,0,"3870,3"
10/07/1984,0,3841
09/07/1984,0,"3833,3"
06/07/1984,0,"3843,5"
05/07/1984,0,"3836,3"
04/07/1984,0,"3906,3"
03/07/1984,0,"3932,5"
02/07/1984,0,3912
29/06/1984,0,3940
28/06/1984,0,"3873,9"
27/06/1984,0,"3868,5"
26/06/1984,0,3817
25/06/1984,0,3910
22/06/1984,0,"3995,6"
20/06/1984,0,"3969,4"
19/06/1984,0,4015
18/06/1984,0,"4087,2"
15/06/1984,0,"4125,7"
14/06/1984,0,"4103,5"
13/06/1984,0,"4098,2"
12/06/1984,0,4120
11/06/1984,0,"4142,3"
08/06/1984,0,4109
07/06/1984,0,4078
06/06/1984,0,"4012,5"
05/06/1984,0,"4055,2"
04/06/1984,0,"4130,1"
01/06/1984,0,"4132,6"
31/05/1984,0,4152
30/05/1984,0,"4130,7"
29/05/1984,0,"4145,2"
28/05/1984,0,4198
25/05/1984,0,4267
24/05/1984,0,"4268,3"
23/05/1984,0,"4194,7"
22/05/1984,0,"4130,7"
21/05/1984,0,"4113,9"
18/05/1984,0,"4151,1"
17/05/1984,0,4203
16/05/1984,0,"4210,4"
15/05/1984,0,"4208,9"
14/05/1984,0,"4014,4"
11/05/1984,0,4112
10/05/1984,0,"4106,9"
09/05/1984,0,"4249,2"
08/05/1984,0,4178
07/05/1984,0,"4104,8"
04/05/1984,0,3916
03/05/1984,0,"3875,6"
02/05/1984,0,"3886,7"
30/04/1984,0,"3804,5"
27/04/1984,0,3651
26/04/1984,0,"3544,8"
25/04/1984,0,"3416,5"
24/04/1984,0,"3316,7"
23/04/1984,0,"3201,4"
19/04/1984,,
18/04/1984,0,"3204,6"
17/04/1984,0,"3059,5"
16/04/1984,0,"3025,4"
13/04/1984,0,3054
12/04/1984,0,"3057,6"
11/04/1984,0,"3030,1"
10/04/1984,0,"3020,3"
09/04/1984,0,3017
06/04/1984,0,"2997,2"
05/04/1984,0,"2954,6"
04/04/1984,0,"2949,5"
03/04/1984,0,"2937,9"
02/04/1984,0,"2803,4"
30/03/1984,0,2693
29/03/1984,0,"2673,7"
28/03/1984,0,"2652,8"
27/03/1984,0,"2670,8"
26/03/1984,0,"2669,3"
23/03/1984,0,"2632,1"
22/03/1984,0,"2584,9"
21/03/1984,0,"2541,8"
20/03/1984,0,2481
19/03/1984,0,"2458,2"
16/03/1984,0,"2462,3"
15/03/1984,0,"2482,2"
14/03/1984,0,"2460,7"
13/03/1984,0,"2440,3"
12/03/1984,0,"2510,3"
09/03/1984,0,2532
08/03/1984,0,"2474,5"
07/03/1984,,
02/03/1984,0,"2426,5"
01/03/1984,0,2348
29/02/1984,0,"2277,8"
28/02/1984,0,2283
27/02/1984,0,"2255,6"
24/02/1984,0,"2241,7"
23/02/1984,0,2224
22/02/1984,0,"2140,2"
21/02/1984,0,"2104,8"
20/02/1984,0,"2091,1"
17/02/1984,0,"2167,2"
16/02/1984,0,"2170,1"
15/02/1984,0,2164
14/02/1984,0,"2164,5"
13/02/1984,0,"2272,1"
10/02/1984,0,"2397,5"
09/02/1984,0,"2357,4"
08/02/1984,0,"2213,1"
07/02/1984,0,"2156,1"
06/02/1984,0,"2220,9"
03/02/1984,0,"2476,5"
02/02/1984,0,2536
01/02/1984,0,"2558,2"
31/01/1984,0,"2563,1"
30/01/1984,0,"2650,9"
27/01/1984,0,"2784,1"
26/01/1984,0,"2817,7"
25/01/1984,,
24/01/1984,0,"2824,8"
23/01/1984,0,"2986,7"
20/01/1984,0,"3068,8"
19/01/1984,0,"3055,4"
18/01/1984,0,"3063,6"
17/01/1984,0,"2966,5"
16/01/1984,0,"3008,5"
13/01/1984,0,"3091,1"
12/01/1984,0,"2907,1"
11/01/1984,0,"2931,2"
10/01/1984,0,"2936,2"
09/01/1984,0,"2960,5"
06/01/1984,0,2870
05/01/1984,0,2896
04/01/1984,0,"2873,5"
03/01/1984,0,"2706,6"
02/01/1984,0,2500
30/12/1983,,
29/12/1983,0,2411
28/12/1983,0,"2340,7"
27/12/1983,0,"2249,9"
26/12/1983,0,"2174,5"
23/12/1983,0,2148
22/12/1983,0,"2145,2"
21/12/1983,0,2130
20/12/1983,0,"2155,1"
19/12/1983,0,"2145,3"
16/12/1983,0,"2110,3"
15/12/1983,0,"2049,1"
14/12/1983,0,"1972,5"
13/12/1983,0,"1952,7"
12/12/1983,0,"1996,1"
09/12/1983,0,"1952,4"
08/12/1983,0,"1904,7"
07/12/1983,0,"1928,9"
06/12/1983,0,"1882,6"
05/12/1983,0,"1800,6"
02/12/1983,0,"1767,4"
01/12/1983,0,"1720,7"
30/11/1983,0,"1677,8"
29/11/1983,0,"1640,3"
28/11/1983,0,"1658,4"
25/11/1983,0,"1603,6"
24/11/1983,0,"1538,4"
23/11/1983,0,"1484,1"
22/11/1983,0,"1418,8"
21/11/1983,0,"1437,6"
18/11/1983,0,"1534,8"
17/11/1983,0,"1545,3"
16/11/1983,0,"1584,3"
14/11/1983,0,1582
11/11/1983,0,"1583,2"
10/11/1983,0,"1557,6"
09/11/1983,0,"1509,6"
08/11/1983,0,"1442,1"
07/11/1983,0,"1386,7"
04/11/1983,0,"1350,1"
03/11/1983,0,"1299,2"
01/11/1983,0,"1271,9"
31/10/1983,0,1258
28/10/1983,0,"1231,1"
27/10/1983,0,"1236,1"
26/10/1983,0,"1188,6"
25/10/1983,0,"1172,1"
24/10/1983,0,"1227,1"
21/10/1983,0,"1186,5"
20/10/1983,0,"1120,7"
19/10/1983,0,1084
18/10/1983,0,1087
17/10/1983,0,"1086,2"
14/10/1983,0,1002
13/10/1983,0,"949,8"
11/10/1983,0,"909,1"
10/10/1983,0,"950,4"
07/10/1983,0,973
06/10/1983,0,"942,2"
05/10/1983,0,"919,5"
04/10/1983,0,"903,3"
03/10/1983,0,"916,4"
30/09/1983,0,90405
29/09/1983,0,89624
28/09/1983,0,86216
27/09/1983,0,84341
26/09/1983,0,84833
23/09/1983,0,82257
22/09/1983,0,81575
21/09/1983,0,80774
20/09/1983,0,78809
19/09/1983,0,77275
16/09/1983,0,75737
15/09/1983,0,74846
14/09/1983,0,74782
13/09/1983,0,75395
12/09/1983,0,75915
09/09/1983,0,75381
08/09/1983,0,74339
06/09/1983,0,71190
05/09/1983,0,69319
02/09/1983,0,68506
01/09/1983,0,68056
31/08/1983,0,67535
30/08/1983,0,66476
29/08/1983,0,66094
26/08/1983,0,66372
25/08/1983,0,65410
24/08/1983,0,65439
23/08/1983,0,63502
22/08/1983,0,61896
19/08/1983,0,61109
18/08/1983,0,59555
17/08/1983,0,58739
16/08/1983,0,59184
15/08/1983,0,58299
12/08/1983,0,58377
11/08/1983,0,58788
10/08/1983,0,58982
09/08/1983,0,59832
08/08/1983,0,60814
05/08/1983,0,61329
04/08/1983,0,60626
03/08/1983,0,60403
02/08/1983,0,60408
01/08/1983,0,60413
29/07/1983,0,62063
28/07/1983,0,61702
27/07/1983,0,61275
26/07/1983,0,62380
25/07/1983,0,63122
22/07/1983,0,62742
21/07/1983,0,61688
20/07/1983,0,60948
19/07/1983,0,61229
18/07/1983,0,61849
15/07/1983,0,62827
14/07/1983,0,63072
13/07/1983,0,61529
12/07/1983,0,62846
11/07/1983,0,64523
08/07/1983,0,64697
07/07/1983,0,65408
06/07/1983,0,65134
05/07/1983,0,64583
04/07/1983,0,64504
01/07/1983,0,64568
30/06/1983,0,64815
29/06/1983,0,64889
28/06/1983,0,63873
27/06/1983,0,64027
24/06/1983,0,64222
23/06/1983,0,63663
22/06/1983,0,63042
21/06/1983,0,65134
20/06/1983,0,65293
17/06/1983,0,64099
16/06/1983,0,61966
15/06/1983,0,59751
14/06/1983,0,58052
13/06/1983,0,57599
10/06/1983,0,57343
09/06/1983,0,56130
08/06/1983,0,57150
07/06/1983,0,57256
06/06/1983,0,57915
03/06/1983,0,57018
01/06/1983,0,56376
31/05/1983,0,55492
30/05/1983,0,54731
27/05/1983,0,54367
26/05/1983,0,53056
25/05/1983,0,52309
24/05/1983,0,52051
23/05/1983,0,52033
20/05/1983,0,51775
19/05/1983,0,51232
18/05/1983,0,52164
17/05/1983,0,52512
16/05/1983,0,52690
13/05/1983,0,52788
12/05/1983,0,52824
11/05/1983,0,52900
10/05/1983,0,52773
09/05/1983,0,53240
06/05/1983,0,53862
05/05/1983,0,53853
04/05/1983,0,53976
03/05/1983,0,54483
02/05/1983,0,54900
29/04/1983,0,55192
28/04/1983,0,54274
27/04/1983,0,52928
26/04/1983,0,52196
25/04/1983,0,52461
22/04/1983,0,52485
20/04/1983,0,52140
19/04/1983,0,51301
18/04/1983,0,51235
15/04/1983,0,51504
14/04/1983,0,51210
13/04/1983,0,50762
12/04/1983,0,50253
11/04/1983,0,49834
08/04/1983,0,49813
07/04/1983,0,50011
06/04/1983,0,48805
05/04/1983,0,49316
04/04/1983,0,49859
31/03/1983,,
30/03/1983,0,49213
29/03/1983,0,47985
28/03/1983,0,47067
25/03/1983,0,46722
24/03/1983,0,46336
23/03/1983,0,46174
22/03/1983,0,45419
21/03/1983,0,46468
18/03/1983,0,46791
17/03/1983,0,46561
16/03/1983,0,47225
15/03/1983,0,45731
14/03/1983,0,46427
11/03/1983,0,47632
10/03/1983,0,48478
09/03/1983,0,49069
08/03/1983,0,47618
07/03/1983,0,47014
04/03/1983,0,47419
03/03/1983,0,48815
02/03/1983,0,48609
01/03/1983,0,48193
28/02/1983,0,46963
25/02/1983,0,45362
24/02/1983,0,46389
23/02/1983,0,45240
22/02/1983,0,43890
21/02/1983,0,42171
18/02/1983,0,42752
17/02/1983,0,42642
16/02/1983,,
11/02/1983,0,42120
10/02/1983,0,40962
09/02/1983,0,40053
08/02/1983,0,40615
07/02/1983,0,41128
04/02/1983,0,41398
03/02/1983,0,41146
02/02/1983,0,40672
01/02/1983,0,40205
31/01/1983,0,40167
28/01/1983,0,39425
27/01/1983,0,39209
26/01/1983,0,38718
25/01/1983,,
24/01/1983,0,35339
21/01/1983,0,34552
20/01/1983,0,34397
19/01/1983,0,34420
18/01/1983,0,34224
17/01/1983,0,34549
14/01/1983,0,34848
13/01/1983,0,33794
12/01/1983,0,31982
11/01/1983,0,30549
10/01/1983,0,30261
07/01/1983,0,29632
06/01/1983,0,28689
05/01/1983,0,28618
04/01/1983,0,28961
03/01/1983,0,28445
31/12/1982,,
30/12/1982,0,28084
29/12/1982,0,28170
28/12/1982,0,27603
27/12/1982,0,27039
24/12/1982,,
23/12/1982,0,26505
22/12/1982,0,26492
21/12/1982,0,26182
20/12/1982,0,26089
17/12/1982,0,25709
16/12/1982,0,25495
15/12/1982,0,25012
14/12/1982,0,24920
13/12/1982,0,24932
10/12/1982,0,25106
09/12/1982,0,25672
08/12/1982,0,25729
07/12/1982,0,25688
06/12/1982,0,26462
03/12/1982,0,26807
02/12/1982,0,26919
01/12/1982,0,27057
30/11/1982,0,27098
29/11/1982,0,26479
26/11/1982,0,26359
25/11/1982,0,26477
24/11/1982,0,27345
23/11/1982,0,28048
22/11/1982,0,27823
19/11/1982,0,27515
18/11/1982,0,27599
17/11/1982,0,27757
16/11/1982,0,27960
12/11/1982,0,28026
11/11/1982,0,28574
10/11/1982,0,28972
09/11/1982,0,29352
08/11/1982,0,29590
05/11/1982,0,29892
04/11/1982,0,29786
03/11/1982,0,29822
01/11/1982,0,29657
29/10/1982,0,29552
28/10/1982,0,28919
27/10/1982,0,28575
26/10/1982,0,28417
25/10/1982,0,28167
22/10/1982,0,28032
21/10/1982,0,28426
20/10/1982,0,28207
19/10/1982,0,27487
18/10/1982,0,27179
15/10/1982,0,26998
14/10/1982,0,26927
13/10/1982,0,26661
11/10/1982,0,26931
08/10/1982,0,26907
07/10/1982,0,27900
06/10/1982,0,28363
05/10/1982,0,28258
04/10/1982,0,28220
01/10/1982,0,27520
30/09/1982,0,27428
29/09/1982,0,27672
28/09/1982,0,26402
27/09/1982,0,25647
24/09/1982,0,26214
23/09/1982,0,28005
22/09/1982,0,29559
21/09/1982,0,30452
20/09/1982,0,30516
17/09/1982,0,31019
16/09/1982,0,31716
15/09/1982,0,32052
14/09/1982,0,32333
13/09/1982,0,32134
10/09/1982,0,31968
09/09/1982,0,31788
08/09/1982,0,31769
06/09/1982,0,31701
03/09/1982,0,31406
02/09/1982,0,31265
01/09/1982,0,31152
31/08/1982,0,31005
30/08/1982,0,31074
27/08/1982,0,31058
26/08/1982,0,31306
25/08/1982,0,31164
24/08/1982,0,30673
23/08/1982,0,30495
20/08/1982,0,30285
19/08/1982,0,30322
18/08/1982,0,30279
17/08/1982,0,30388
16/08/1982,0,30611
13/08/1982,0,31018
12/08/1982,0,30552
11/08/1982,0,30554
10/08/1982,0,30524
09/08/1982,0,30594
06/08/1982,0,30219
05/08/1982,0,30205
04/08/1982,0,30609
03/08/1982,0,30664
02/08/1982,0,30703
30/07/1982,0,30475
29/07/1982,0,30361
28/07/1982,0,30855
27/07/1982,0,30653
26/07/1982,0,30821
23/07/1982,0,30104
22/07/1982,0,30086
21/07/1982,0,29989
20/07/1982,0,30243
19/07/1982,0,30962
16/07/1982,0,31633
15/07/1982,0,31513
14/07/1982,0,31627
13/07/1982,0,31561
12/07/1982,0,31801
09/07/1982,0,32444
08/07/1982,0,32552
07/07/1982,0,32780
06/07/1982,0,33218
05/07/1982,0,33575
02/07/1982,0,33476
01/07/1982,0,33343
30/06/1982,0,33115
29/06/1982,0,32843
28/06/1982,0,32833
25/06/1982,0,32921
24/06/1982,0,32997
23/06/1982,0,32967
22/06/1982,0,32710
21/06/1982,0,32806
18/06/1982,0,32731
17/06/1982,0,32378
16/06/1982,0,32262
15/06/1982,0,32528
14/06/1982,0,32773
11/06/1982,0,33051
09/06/1982,0,32987
08/06/1982,0,32414
07/06/1982,0,32695
04/06/1982,0,32693
03/06/1982,0,32629
02/06/1982,0,32441
01/06/1982,0,32442
31/05/1982,0,32035
28/05/1982,0,31611
27/05/1982,0,31051
26/05/1982,0,30624
25/05/1982,0,30697
24/05/1982,0,30526
21/05/1982,0,30232
20/05/1982,0,30409
19/05/1982,0,30041
18/05/1982,0,30093
17/05/1982,0,30271
14/05/1982,0,30049
13/05/1982,0,29818
12/05/1982,0,29289
11/05/1982,0,28996
10/05/1982,0,28654
07/05/1982,0,27735
06/05/1982,0,27448
05/05/1982,0,26618
04/05/1982,0,26268
03/05/1982,0,25608
30/04/1982,0,25627
29/04/1982,0,25546
28/04/1982,0,25287
27/04/1982,0,24909
26/04/1982,0,24629
23/04/1982,0,24932
22/04/1982,0,24959
20/04/1982,0,24995
19/04/1982,0,24764
16/04/1982,0,24433
15/04/1982,0,24198
14/04/1982,0,24207
13/04/1982,0,24139
12/04/1982,0,24557
08/04/1982,,
07/04/1982,0,24956
06/04/1982,0,24970
05/04/1982,0,25254
02/04/1982,0,25480
01/04/1982,0,25333
31/03/1982,0,24799
30/03/1982,0,24565
29/03/1982,0,25080
26/03/1982,0,24878
25/03/1982,0,25144
24/03/1982,0,26286
23/03/1982,0,26909
22/03/1982,0,27373
19/03/1982,0,27206
18/03/1982,0,26976
17/03/1982,0,26742
16/03/1982,0,26309
15/03/1982,0,25981
12/03/1982,0,25544
11/03/1982,0,25612
10/03/1982,0,25230
09/03/1982,0,25169
08/03/1982,0,25561
05/03/1982,0,25551
04/03/1982,0,25415
03/03/1982,0,25246
02/03/1982,0,24911
01/03/1982,0,24774
26/02/1982,0,24618
25/02/1982,0,24235
24/02/1982,,
19/02/1982,0,23779
18/02/1982,0,23527
17/02/1982,0,24004
16/02/1982,0,24099
15/02/1982,0,23927
12/02/1982,0,23793
11/02/1982,0,23674
10/02/1982,0,23263
09/02/1982,0,22947
08/02/1982,0,22735
05/02/1982,0,22757
04/02/1982,0,22603
03/02/1982,0,22204
02/02/1982,0,22265
01/02/1982,0,22185
29/01/1982,0,21744
28/01/1982,0,21225
27/01/1982,0,20906
26/01/1982,0,20762
25/01/1982,,
22/01/1982,0,21001
21/01/1982,0,21133
20/01/1982,0,21082
19/01/1982,0,21060
18/01/1982,0,21177
15/01/1982,0,20745
14/01/1982,0,20288
13/01/1982,0,19933
12/01/1982,0,19501
11/01/1982,0,19138
08/01/1982,0,19234
07/01/1982,0,19397
06/01/1982,0,18775
05/01/1982,0,17919
04/01/1982,0,17220
31/12/1981,,
30/12/1981,0,17135
29/12/1981,0,17240
28/12/1981,0,16733
24/12/1981,,
23/12/1981,0,16151
22/12/1981,0,16061
21/12/1981,0,15943
18/12/1981,0,16571
17/12/1981,0,17064
16/12/1981,0,16621
15/12/1981,0,16009
14/12/1981,0,15744
11/12/1981,0,16739
10/12/1981,0,17641
09/12/1981,0,17969
08/12/1981,0,18011
07/12/1981,0,17270
04/12/1981,0,17412
03/12/1981,0,18547
02/12/1981,0,18647
01/12/1981,0,18319
30/11/1981,0,19165
27/11/1981,0,20346
26/11/1981,0,20643
25/11/1981,0,21147
24/11/1981,0,20871
23/11/1981,0,20648
20/11/1981,0,20752
19/11/1981,0,20417
18/11/1981,0,19829
17/11/1981,0,19250
16/11/1981,0,18895
13/11/1981,0,18624
12/11/1981,0,18348
11/11/1981,0,17914
10/11/1981,0,17603
09/11/1981,0,17364
06/11/1981,0,17373
05/11/1981,0,16853
04/11/1981,0,16819
03/11/1981,0,16930
30/10/1981,0,16668
29/10/1981,0,16056
28/10/1981,0,16327
27/10/1981,0,16701
26/10/1981,0,16776
23/10/1981,0,16221
22/10/1981,0,15817
21/10/1981,0,15456
20/10/1981,0,15457
19/10/1981,0,15838
16/10/1981,0,15753
15/10/1981,0,15568
14/10/1981,0,15300
13/10/1981,0,15060
09/10/1981,0,14866
08/10/1981,0,14611
07/10/1981,0,14361
06/10/1981,0,14193
05/10/1981,0,14127
02/10/1981,0,13936
01/10/1981,0,13792
30/09/1981,0,13563
29/09/1981,0,13416
28/09/1981,0,13306
25/09/1981,0,13248
24/09/1981,0,13349
23/09/1981,0,13636
22/09/1981,0,13594
21/09/1981,0,13535
18/09/1981,0,13767
17/09/1981,0,13694
16/09/1981,0,13692
15/09/1981,0,13647
14/09/1981,0,13404
11/09/1981,0,13301
10/09/1981,0,13072
09/09/1981,0,12960
08/09/1981,0,12843
04/09/1981,0,12467
03/09/1981,0,12337
02/09/1981,0,12332
01/09/1981,0,12341
31/08/1981,0,12261
28/08/1981,0,12243
27/08/1981,0,12247
26/08/1981,0,11988
25/08/1981,0,11943
24/08/1981,0,12106
21/08/1981,0,12090
20/08/1981,0,12006
19/08/1981,0,12004
18/08/1981,0,11621
17/08/1981,0,11403
14/08/1981,0,11303
13/08/1981,0,11194
12/08/1981,0,11092
11/08/1981,0,11206
10/08/1981,0,11183
07/08/1981,0,10909
06/08/1981,0,11121
05/08/1981,0,11121
04/08/1981,0,11023
03/08/1981,0,10881
31/07/1981,0,10801
30/07/1981,0,10781
29/07/1981,0,10760
28/07/1981,0,10659
27/07/1981,0,10482
24/07/1981,0,10394
23/07/1981,0,10249
22/07/1981,0,10184
21/07/1981,0,10114
20/07/1981,0,10181
17/07/1981,0,10183
16/07/1981,0,10152
15/07/1981,0,10278
14/07/1981,0,10511
13/07/1981,0,10596
10/07/1981,0,10540
09/07/1981,0,10559
08/07/1981,0,10665
07/07/1981,0,10769
06/07/1981,0,10773
03/07/1981,0,10767
02/07/1981,0,10796
01/07/1981,0,10740
30/06/1981,0,10589
29/06/1981,0,10629
26/06/1981,0,10440
25/06/1981,0,10254
24/06/1981,0,10285
23/06/1981,0,10460
22/06/1981,0,10618
19/06/1981,0,10644
17/06/1981,0,10567
16/06/1981,0,10506
15/06/1981,0,10662
12/06/1981,0,10424
11/06/1981,0,10190
10/06/1981,0,10015
09/06/1981,0,9868
08/06/1981,0,9860
05/06/1981,0,9842
04/06/1981,0,9665
03/06/1981,0,9576
02/06/1981,0,9488
01/06/1981,0,9616
29/05/1981,0,9674
28/05/1981,0,9630
27/05/1981,0,9397
26/05/1981,0,9214
25/05/1981,0,9196
22/05/1981,0,9258
21/05/1981,0,9135
20/05/1981,0,9083
19/05/1981,0,9130
18/05/1981,0,9023
15/05/1981,0,8963
14/05/1981,0,8930
13/05/1981,0,8700
12/05/1981,0,8681
11/05/1981,0,8795
08/05/1981,0,8708
07/05/1981,0,8484
06/05/1981,0,8327
05/05/1981,0,8282
04/05/1981,0,8232
30/04/1981,0,8300
29/04/1981,0,8158
28/04/1981,0,8173
27/04/1981,0,8277
24/04/1981,0,8335
23/04/1981,0,8178
22/04/1981,0,8073
20/04/1981,0,8021
16/04/1981,,
15/04/1981,0,7963
14/04/1981,0,7972
13/04/1981,0,7971
10/04/1981,0,7836
09/04/1981,0,7745
08/04/1981,0,7716
07/04/1981,0,7666
06/04/1981,0,7654
03/04/1981,0,7661
02/04/1981,0,7683
01/04/1981,0,7731
31/03/1981,0,7795
30/03/1981,0,7833
27/03/1981,0,7878
26/03/1981,0,7958
25/03/1981,0,8013
24/03/1981,0,7928
23/03/1981,0,7828
20/03/1981,0,7819
19/03/1981,0,7841
18/03/1981,0,7911
17/03/1981,0,7951
16/03/1981,0,8010
13/03/1981,0,8123
12/03/1981,0,8269
11/03/1981,0,8315
10/03/1981,0,8470
09/03/1981,0,8630
06/03/1981,0,8593
05/03/1981,0,8594
04/03/1981,,
27/02/1981,0,8700
26/02/1981,0,8777
25/02/1981,0,8794
24/02/1981,0,8922
23/02/1981,0,9037
20/02/1981,0,9147
19/02/1981,0,9023
18/02/1981,0,9005
17/02/1981,0,8993
16/02/1981,0,8945
13/02/1981,0,8939
12/02/1981,0,8842
11/02/1981,0,8750
10/02/1981,0,8702
09/02/1981,0,8698
06/02/1981,0,8709
05/02/1981,0,8700
04/02/1981,0,8627
03/02/1981,0,8560
02/02/1981,0,8683
30/01/1981,0,8831
29/01/1981,0,8838
28/01/1981,0,8833
27/01/1981,0,8713
26/01/1981,0,8759
23/01/1981,0,8852
22/01/1981,0,8852
21/01/1981,0,9045
20/01/1981,0,9189
19/01/1981,0,9138
16/01/1981,0,8975
15/01/1981,0,8959
14/01/1981,0,9066
13/01/1981,0,9070
12/01/1981,0,8941
09/01/1981,0,8783
08/01/1981,0,8576
07/01/1981,0,8515
06/01/1981,0,8433
05/01/1981,0,8305
02/01/1981,0,8138
31/12/1980,,
30/12/1980,0,8014
29/12/1980,0,8001
26/12/1980,0,7868
24/12/1980,,
23/12/1980,0,7776
22/12/1980,0,7880
19/12/1980,0,7920
18/12/1980,0,7804
17/12/1980,0,7689
16/12/1980,0,7649
15/12/1980,0,7840
12/12/1980,0,7968
11/12/1980,0,7966
10/12/1980,0,7918
09/12/1980,0,7824
08/12/1980,0,8176
05/12/1980,0,8231
04/12/1980,0,8371
03/12/1980,0,8627
02/12/1980,0,8723
01/12/1980,0,8773
28/11/1980,0,8730
27/11/1980,0,8720
26/11/1980,0,8559
25/11/1980,0,8677
24/11/1980,0,8660
21/11/1980,0,8976
20/11/1980,0,9149
19/11/1980,0,9181
18/11/1980,0,9209
17/11/1980,0,9162
14/11/1980,0,9320
13/11/1980,0,9205
12/11/1980,0,9303
11/11/1980,0,9262
10/11/1980,0,9094
07/11/1980,0,9043
06/11/1980,0,8813
05/11/1980,0,8921
04/11/1980,0,9367
03/11/1980,0,9360
31/10/1980,0,9451
30/10/1980,0,9400
29/10/1980,0,9422
28/10/1980,0,9510
27/10/1980,0,9540
24/10/1980,0,9514
23/10/1980,0,9423
22/10/1980,0,9644
21/10/1980,0,9827
20/10/1980,0,9890
17/10/1980,0,9987
16/10/1980,0,10034
15/10/1980,0,10113
14/10/1980,0,10261
13/10/1980,0,10255
10/10/1980,0,10271
09/10/1980,0,10243
08/10/1980,0,10172
07/10/1980,0,10210
06/10/1980,0,10092
03/10/1980,0,10200
02/10/1980,0,10175
01/10/1980,0,9822
30/09/1980,0,9965
29/09/1980,0,10238
26/09/1980,0,10635
25/09/1980,0,10606
24/09/1980,0,10582
23/09/1980,0,10787
22/09/1980,0,10971
19/09/1980,0,11024
18/09/1980,0,11084
17/09/1980,0,11098
16/09/1980,0,11107
15/09/1980,0,11163
12/09/1980,0,11170
11/09/1980,0,11123
10/09/1980,0,11019
09/09/1980,0,11000
08/09/1980,0,11015
05/09/1980,0,11162
04/09/1980,0,11167
03/09/1980,0,11181
02/09/1980,0,11121
01/09/1980,0,11036
29/08/1980,0,10949
28/08/1980,0,10848
27/08/1980,0,10811
26/08/1980,0,10766
25/08/1980,0,10721
22/08/1980,0,10755
21/08/1980,0,10719
20/08/1980,0,10602
19/08/1980,0,10491
18/08/1980,0,10795
15/08/1980,0,10903
14/08/1980,0,11024
13/08/1980,0,10939
12/08/1980,0,10935
11/08/1980,0,11110
08/08/1980,0,11154
07/08/1980,0,11153
06/08/1980,0,11098
05/08/1980,0,10926
04/08/1980,0,10806
01/08/1980,0,10784
31/07/1980,0,10854
